#JCAT	Piece	Name	LDate	TLast	TOp	TDate	TF	Program	Plane	Att	Mvr	Class	Category	UNState	UNReg	UNPeriod	UNPerigee	UNApogee	UNInc	Result	Control	Discipline	Comment
# Updated 2023 Jun 05 04:17:39
S07625	1975-007A	Cosmos-706	1975 Jan 30 	1975 Nov 26	1975 Nov 26	1975 Nov 26	-	Oko A	-	-	M	D	EW	SU	A/AC.105/INF.311	-	     635	   39812	 62.8 	U	-	-	-
S07637	1975-008A	Cosmos-707	1975 Feb  5 	1975?	1975?	1975?	-	Tselina-OM	-	-	-	D	SIG	SU	A/AC.105/INF.311	-	     505	     550	 74.0 	U	-	-	-
S07641	1975-009A	Molniya-2	1975 Feb  6 	1978 Feb  2	1978 Feb  2	1978 Feb  2	-	Molniya-2	-	-	M	D	COM	SU	A/AC.105/INF.311	-	     640	   40685	 62.8 	U	-	-	-
S07646	1975-010A	Starlette	1975 Feb  6 	1975 Feb  6	1975 Feb  6	1975 Feb  6	-	Diamant Geod	-	-	-	C	GEOD	F	A/AC.105/INF.314	  104.0 	     806	    1109	 49.8 	U	-	GEOD	Laser reflectors
S07648	1975-011A	[SMS 2]	1975 Feb  6 	1982 Oct	1982 Oct	1982 Oct	-	GOES	-	-	-	C	MET	US	A/AC.105/INF.317	 1436.3 	   35780	   35800	  1.0 	U	-	-	-
S07663	1975-012A	Cosmos-708	1975 Feb 12 	1976?	1976?	1976?	-	Sfera	-	-	-	D	GEOD	SU	A/AC.105/INF.311	-	    1387	    1423	 69.2 	U	-	GEOD	Operational geodesy
S07664	1975-013A	Cosmos-709	1975 Feb 12 	1975 Feb 25	1975 Feb 25	1975 Feb 25 0616?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.311	-	     188	     333	 62.8 	U	-	-	-
S07671	1975-014A	SRATS	1975 Feb 24 	1977 Mar 14	1977 Mar 14	1977 Mar 14	-	Mu Early	-	-	-	C	SCI	J	A/AC.105/INF.313	  120.3 	     255	    3136	 31.6 	U	-	P/SOL*	Solar-terrestrial studies
S07675	1975-015A	Cosmos-710	1975 Feb 26 	1975 Mar 12	1975 Mar 12	1975 Mar 12 0505?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.315	-	     180	     355	 65.0 	U	-	-	-
S07678	1975-016A	Cosmos-711	1975 Feb 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.315	-	    1449	    1530	 74.0 	U	-	-	-
S07679	1975-016B	Cosmos-712	1975 Feb 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.315	-	    1449	    1530	 74.0 	U	-	-	-
S07680	1975-016C	Cosmos-713	1975 Feb 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.315	-	    1449	    1530	 74.0 	U	-	-	-
S07681	1975-016D	Cosmos-714	1975 Feb 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.315	-	    1449	    1530	 74.0 	U	-	-	-
S07682	1975-016E	Cosmos-715	1975 Feb 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.315	-	    1449	    1530	 74.0 	U	-	-	-
S07683	1975-016F	Cosmos-716	1975 Feb 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.315	-	    1449	    1530	 74.0 	U	-	-	-
S07684	1975-016G	Cosmos-717	1975 Feb 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.315	-	    1449	    1530	 74.0 	U	-	-	-
S07685	1975-016H	Cosmos-718	1975 Feb 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.315	-	    1449	    1530	 74.0 	U	-	-	-
S07687	1975-017A	-	1975 Mar 10 	1976?	1980?	1980?	-	Jumpseat	-	-	-	D	SIG	US	A/AC.105/INF.319	  702.0 	     295	   39338	 63.5 	U	-	-	-
S07691	1975-018A	Cosmos-719	1975 Mar 12 	1975 Mar 25	1975 Mar 25	1975 Mar 25 0527?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.315	-	     182	     329	 65.0 	U	-	-	-
S07696	1975-019A	Cosmos-720	1975 Mar 21 	1975 Apr  1	1975 Apr  1	1975 Apr  1 0512?	-	Orion	-	-	M	D	IMG	SU	A/AC.105/INF.315	-	     233	     280	 62.8 	U	-	-	-
S07705	1975-020A	Cosmos-721	1975 Mar 26 	1975 Apr  7	1975 Apr  7	1975 Apr  7 0513?	-	Zenit-2M	-	-	D	D	IMG	SU	A/AC.105/INF.315	-	     210	     241	 81.3 	U	-	-	-
S07709	1975-021A	Cosmos-722	1975 Mar 27 	1975 Apr  9	1975 Apr  9	1975 Apr  9 0515?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.315	-	     210	     359	 71.4 	U	-	-	-
S07710	1975-022A	Intercosmos-13	1975 Mar 27 	1975 Jun 21	1975 Jun 21	1975 Jun 21	-	DS-U2-IK	-	-	-	C	SCI	SU	A/AC.105/INF.315	-	     296	    1714	 83.0 	U	-	P/F*	Polar ionosphere
S07714	1975-023A	Meteor	1975 Apr  1 	1975 Nov  5	1975 Nov  5	1975 Nov  5	-	Meteor C	-	-	-	D	MET	SU	A/AC.105/INF.315	-	     877	     906	 81.2 	U	-	-	-
S07717	1975-019F	KBE	1975 Mar 21 	1975 Apr  1	1975 Apr  1	1975 Apr  1 0439?	-	Cap B	-	-	-	D	TECH	[SU]	-	-	-	-	-	U	-	-	-
S07718	1975-024A	Cosmos-723	1975 Apr  2 	1975 May 16	1975 May 16	1975 May 16	-	US-A	-	-	M	D	SIG	SU	A/AC.105/INF.315	-	     256	     277	 65.0 	U	-	-	-
S07721	1975-020F	Kapsula Kosmosa-721	1975 Mar 26 	1975 Apr  6	1975 Apr  6	1975 Apr  6	-	Nauka 5KS	-	-	-	D	SCI	-	-	-	-	-	-	U	-	F	Electric field
S07727	1975-025A	Cosmos-724	1975 Apr  7 	1975 Jun 12	1975 Jun 12	1975 Jun 12	-	US-A	-	-	M	D	SIG	SU	A/AC.105/INF.315	-	     258	     276	 65.0 	U	-	-	-
S07730	1975-026A	Cosmos-725	1975 Apr  8 	1976 Jan  2	1976 Jan  2	1976 Jan  2	-	DS-P1-Yu A	-	-	-	D	CAL	SU	A/AC.105/INF.315	-	     283	     508	 71.0 	U	-	-	-
S07734	1975-027A	[Geos 3]	1975 Apr  9 	1981 May	1981 May	1981 May	-	Geos-C	-	-	-	C	GEOD	US	A/AC.105/INF.321	  101.7 	     839	     848	114.9 	U	-	ALT/GEO*	Oceanography/altimetry
S07736	1975-028A	Cosmos-726	1975 Apr 11 	1976?	1976?	1976?	-	Parus	PE	-	-	D	NAV	SU	A/AC.105/INF.318	-	     972	    1008	 83.0 	U	-	-	-
S07738	1975-029A	Molniya-3	1975 Apr 14 	1979 Apr 27	1979 Apr 27	1979 Apr 27	-	Molniya-3	-	-	M	C	COM	SU	A/AC.105/INF.318	-	     636	   40660	 63.0 	U	-	-	-
S07742	1975-030A	Cosmos-727	1975 Apr 16 	1975 Apr 28	1975 Apr 28	1975 Apr 28 0507?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.318	-	     180	     358	 65.0 	U	-	-	-
S07745	1975-031A	Cosmos-728	1975 Apr 18 	1975 Apr 29	1975 Apr 29	1975 Apr 29 0503?	-	Zenit-2M	-	-	D	D	IMG	SU	A/AC.105/INF.318	-	     211	     350	 72.8 	U	-	-	-
S07747	1975-032A	-	1975 Apr 18 	1975 Jun  5	1975 Jun  5	1975 Jun  5	-	KH8D	-	-	M	D	IMG	US	A/AC.105/INF.321	   89.8 	     133	     398	110.5 	U	-	-	-
S07752	1975-033A	Aryabhata	1975 Apr 19 	1976 Sep 23?	1976 Sep 23?	1976 Sep 23?	-	ISRO	-	-	-	C	AST	IN	A/AC.105/INF.320	-	     563	     619	-	U	-	XRA/P*	First Indian sat; X-rays/gammas
S07768	1975-034A	Cosmos-729	1975 Apr 22 	1976?	1976?	1976?	-	Zaliv	A	-	-	D	NAV	SU	A/AC.105/INF.318	-	     995	    1023	 83.0 	U	-	-	-
S07770	1975-035A	Cosmos-730	1975 Apr 24 	1975 May  6	1975 May  6	1975 May  6 0443?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.318	-	     212	     251	 81.3 	U	-	-	-
S07779	1975-031G	Kapsula Kosmosa-728	1975 Apr 18 	1975 Apr 27	1975 Apr 27	1975 Apr 27	-	Nauka 15KS	-	-	-	D	TECH?	-	-	-	-	-	-	U	-	-	-
S07780	1975-036A	Molniya-1	1975 Apr 29 	1976?	1978?	1978?	-	Molniya-1	-	-	M	D	COM	SU	A/AC.105/INF.318	-	     648	   40848	 63.0 	U	-	-	-
S07788	1975-037A	[Explorer 52]	1975 May  7 	1979 Apr  9	1979 Apr  9	1979 Apr  9	-	SAS	-	-	-	C	AST	US	A/AC.105/INF.321	   94.9 	     508	     516	  3.0 	U	-	XRA*	X-ray source location
S07790	1975-038A	[Telesat 3]	1975 May  7 	1984 Nov 23	1984 Nov 23	1984 Nov 23	-	Anik A	-	-	M	B	COM	US*	A/AC.105/INF.321	 1436.2 	   35786	   35789	  0.0 	U	-	-	-
S07801	1975-039A	D5A (Pollux)	1975 May 17 	1975 Aug  5	1975 Aug  5	1975 Aug  5	-	Diamant Tech	-	-	-	C	TECH	F	A/AC.105/INF.337	  100.0 	     277	    1277	 30.0 	U	-	-	-
S07802	1975-039B	D5B (Castor)	1975 May 17 	1979 Feb 18	1979 Feb 18	1979 Feb 18	-	Diamant Tech	-	-	M	C	TECH	F	A/AC.105/INF.337	  100.0 	     277	    1277	 30.0 	U	-	-	-
S07807	1975-040A	-	1975 May 20 	1975 May 26	1975 May 26	1975 May 26	-	DSCS	-	-	M	D	COM	US	A/AC.105/INF.321	-	-	-	-	U	-	-	-
S07808	1975-040B	-	1975 May 20 	1975 May 26	1975 May 26	1975 May 26	-	DSCS	-	-	M	D	COM	US	A/AC.105/INF.321	-	-	-	-	U	-	-	-
S07810	1975-041A	Cosmos-731	1975 May 21 	1975 Jun  2	1975 Jun  2	1975 Jun  2 0402?	-	Zenit-2M	-	-	D	D	IMG	SU	A/AC.105/INF.322	-	     207	     313	 65.0 	U	-	-	-
S07815	1975-042A	[Intelsat IV F-1]	1975 May 22 	1987 Oct 27	1987 Oct 27	1987 Oct 27	-	Int4	-	-	M	C	COM	US	A/AC.105/INF.321	 1444.2 	   35704	   36184	  0.5 	U	-	-	-
S07816	1975-043A	-	1975 May 24 	1977 Nov 30	1977 Nov 30	1977 Nov 30	-	DMSP 5C	-	-	-	D	MET	US	A/AC.105/INF.321	  101.9 	     814	     889	 98.9 	U	-	-	-
S07818	1975-044A	Soyuz-18	1975 May 24 	1975 Jul 26	1975 Jul 26	1975 Jul 26 1418	-	7K-T	-	-	M	C	SS	SU	A/AC.105/INF.322	-	     193	     247	 51.6 	U	-	BIO	Station ferry
S07820	1975-045A	Cosmos-732	1975 May 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.322	-	    1475	    1532	 74.0 	U	-	-	-
S07821	1975-046A	Cosmos-740	1975 May 28 	1975 Jun 10	1975 Jun 10	1975 Jun 10 0414?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.322	-	     181	     347	 65.0 	U	-	-	-
S07822	1975-045B	Cosmos-733	1975 May 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.322	-	    1475	    1532	 74.0 	U	-	-	-
S07823	1975-045C	Cosmos-734	1975 May 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.322	-	    1475	    1532	 74.0 	U	-	-	-
S07824	1975-045D	Cosmos-735	1975 May 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.322	-	    1475	    1532	 74.0 	U	-	-	-
S07825	1975-045E	Cosmos-736	1975 May 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.322	-	    1475	    1532	 74.0 	U	-	-	-
S07826	1975-045F	Cosmos-737	1975 May 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.322	-	    1475	    1532	 74.0 	U	-	-	-
S07827	1975-045G	Cosmos-738	1975 May 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.322	-	    1475	    1532	 74.0 	U	-	-	-
S07828	1975-045H	Cosmos-739	1975 May 28 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.322	-	    1475	    1532	 74.0 	U	-	-	-
S07877	1975-047A	Cosmos-741	1975 May 30 	1975 Jun 11	1975 Jun 11	1975 Jun 11 0319?	-	Gektor-Priroda	-	-	D	C	IMG	SU	A/AC.105/INF.322	-	     210	     246	 81.4 	U	-	-	-
S07885	1975-041H	Kapsula Kosmosa-731	1975 May 21 	1975 May 31	1975 May 31	1975 May 31	-	Nauka 9KS	-	-	-	D	AST	-	-	-	-	-	-	U	-	GRA	Gamma ray telescope 9KS
S07900	1975-048A	Cosmos-742	1975 Jun  3 	1975 Jun 15	1975 Jun 15	1975 Jun 15 0516?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.322	-	     189	     375	 62.8 	U	-	-	-
S07903	1975-049A	Molniya-1	1975 Jun  5 	1979?	1979?	1979?	-	Molniya-1M	-	-	M	D	COM	SU	A/AC.105/INF.322	-	     450	   40890	 63.0 	U	-	-	-
S07910	1975-049B	SRET 2	1975 Jun  5 	1975?	1975?	1975?	-	SRET	-	-	-	C	TECH	F	A/AC.105/INF.337	  736.5 	     520	   40750	 62.8 	U	-	-	-
S07915	1975-050A	Venera-9	1975 Jun  8 	1976 Jun 21	1976 Jun 21	1976 Jun 21	-	4V-1	-	-	M	C	PLAN	SU	A/AC.105/INF.322	-	-	-	-	U	-	PL	Venus orbiter
S07918	1975-051A	-	1975 Jun  8 	1975 Nov  5	1975 Nov  5	1975 Nov  5	-	Hex II	-	-	M	D	IMG	US	A/AC.105/INF.324	   88.7 	     157	     272	 96.3 	U	-	-	-
S07924	1975-052A	[Nimbus 6]	1975 Jun 12 	1983 Sep 30	1983 Sep 30	1983 Sep 30	-	Nimbus	-	-	-	C	MET	US	A/AC.105/INF.324	  107.2 	    1097	    1104	 99.9 	U	-	-	-
S07925	1975-053A	Cosmos-743	1975 Jun 12 	1975 Jun 25	1975 Jun 25	1975 Jun 25 0418?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.322	-	     190	     355	 62.8 	U	-	-	-
S07937	1975-051C	-	1975 Jun  8 	1976?	1980?	1980?	-	P226	-	-	-	D	SIG	US	A/AC.105/INF.331	  113.6 	    1385	    1401	 95.1 	U	-	-	-
S07947	1975-054A	Venera-10	1975 Jun 14 	1977 Mar 16	1977 Mar 16	1977 Mar 16	-	4V-1	-	-	M	C	PLAN	SU	A/AC.105/INF.322	-	-	-	-	U	-	PL	Venus orbiter
S07963	1975-055A	-	1975 Jun 18 	1976?	1982?	1982?	-	CANYON	-	-	M	D	SIG	US	A/AC.105/INF.324	 1422.0 	   30200	   40800	  9.0 	U	-	-	-
S07968	1975-056A	Cosmos-744	1975 Jun 20 	1976?	1976?	1976?	-	Tselina-D	-	-	-	D	SIG	SU	A/AC.105/INF.322	-	     612	     650	 81.2 	U	-	-	-
S07970	1975-057A	[OSO 8]	1975 Jun 21 	1978 Sep 30	1978 Sep 30	1978 Sep 30	-	OSO	-	-	-	C	AST	US	A/AC.105/INF.324	   95.6 	     539	     557	 32.9 	U	-	SOL/XRA*	Solar observatory
S07982	1975-058A	Cosmos-745	1975 Jun 24 	1975 Mar  7	1975 Mar  7	1975 Mar  7	-	DS-P1-Yu A	-	-	-	D	CAL	SU	A/AC.105/INF.322	-	     274	     540	 71.0 	U	-	-	-
S07985	1975-059A	Cosmos-746	1975 Jun 25 	1975 Jul  8	1975 Jul  8	1975 Jul  8 0451?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.322	-	     188	     346	 62.8 	U	-	-	-
S07990	1975-060A	Cosmos-747	1975 Jun 27 	1975 Jul  9	1975 Jul  9	1975 Jul  9 0453?	-	Zenit-2M	-	-	D	D	IMG	SU	A/AC.105/INF.322	-	     197	     302	 62.8 	U	-	-	-
S08006	1975-061A	Cosmos-748	1975 Jul  3 	1975 Jul 16	1975 Jul 16	1975 Jul 16 0513?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.322	-	     184	     339	 62.8 	U	-	-	-
S08009	1975-062A	Cosmos-749	1975 Jul  4 	1976?	1976?	1976?	-	Tselina-OM	-	-	-	D	SIG	SU	A/AC.105/INF.322	-	     511	     577	 74.0 	U	-	-	-
S08013	1975-060F	Kapsula Kosmosa-747	1975 Jun 27 	1975 Jul  6	1975 Jul  6	1975 Jul  6	-	Nauka 22KS	-	-	-	D	TECH?	-	-	-	-	-	-	U	-	-	Unknown (22KS)
S08015	1975-063A	Molniya-2	1975 Jul  8 	1978 Feb  7	1978 Feb  7	1978 Feb  7	-	Molniya-2	-	-	M	D	COM	SU	A/AC.105/INF.323	-	     465	   40864	 62.8 	U	-	-	-
S08026	1975-064A	Meteor-2	1975 Jul 11 	1977 Sep 20	1977 Sep 20	1977 Sep 20	-	Meteor-2	-	-	-	D	MET	SU	A/AC.105/INF.323	-	     872	     903	 81.3 	U	-	-	-
S08030	1975-065A	Soyuz-19	1975 Jul 15 	1975 Jul 21	1975 Jul 21	1975 Jul 21 1050	-	7K-TM	-	-	M	C	SS	SU	A/AC.105/INF.323	-	     186	     221	 51.8 	U	-	BIO	Docking with Apollo
S08032	1975-066A	[Apollo]	1975 Jul 15 	1975 Jul 24	1975 Jul 24	1975 Jul 24 2118	-	Apollo II	-	-	M	C	SS	US	A/AC.105/INF.331	-	-	-	-	U	-	BIO/ATM/UVA	Docking with Soyuz
S08033	1975-066B	S-IVB	1975 Jul 15 	1975 Jul 15	1975 Jul 15	1975 Jul 15	-	Saturn IB	-	-	-	C	TECH	[US]	-	-	-	-	-	U	-	-	-
S08036	1975-067A	Cosmos-750	1975 Jul 17 	1976 Jan 30	1976 Jan 30	1976 Jan 30	-	DS-P1-I	-	-	-	D	CAL	SU	A/AC.105/INF.323	-	     281	     830	 71.0 	U	-	-	-
S08040	1975-068A	Cosmos-751	1975 Jul 23 	1975 Aug  4	1975 Aug  4	1975 Aug  4 0419?	-	Zenit-2M	-	-	D	D	IMG	SU	A/AC.105/INF.323	-	     203	     335	 62.8 	U	-	-	-
S08042	1975-066C	Docking Module 2	1975 Jul 15 	1975 Jul 24?	1975 Jul 24?	1975 Jul 24?	-	Apollo DM	-	-	-	C	TECH	[US]	-	-	-	-	-	U	-	-	-
S08043	1975-069A	Cosmos-752	1975 Jul 24 	1976?	1976?	1976?	-	Vektor1	-	-	-	D	CAL	SU	A/AC.105/INF.323	-	     480	     526	 65.9 	U	-	-	-
S08053	1975-070A	[Recoverable sat.]	1975 Jul 26 	1975 Sep?	1975 Sep?	1975 Sep?	-	JSSW	-	-	-	D	IMG	[CN]	-	-	-	-	-	U	-	-	-
S08059	1975-071A	Cosmos-753	1975 Jul 31 	1975 Aug 13	1975 Aug 13	1975 Aug 13 0442?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.323	-	     189	     351	 62.8 	U	-	-	-
S08062	1975-072A	COS-B	1975 Aug  9 	1982 May 12	1982 May 12	1982 May 12	-	ESA Ast	-	-	-	C	AST	F*	A/AC.105/INF.325	 2202.0 	     344	   99886	 90.1 	U	-	GRA*	Gamma-ray survey
S08069	1975-073A	Cosmos-754	1975 Aug 13 	1975 Aug 26	1975 Aug 26	1975 Aug 26 0432?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.326	-	     210	     345	 71.4 	U	-	-	-
S08072	1975-074A	Cosmos-755	1975 Aug 14 	1977 Jul 13	1977 Jul 13	1977 Jul 13?	-	Parus	PC	-	-	D	NAV	SU	A/AC.105/INF.326	-	     991	    1025	 82.9 	U	-	-	-
S08108	1975-075A	[Viking 1]	1975 Aug 20 	1980 Aug  7	1980 Aug  7	1980 Aug  7	-	Viking	-	-	M	C	PLAN	US	A/AC.105/INF.331	-	-	-	-	U	-	PL	Mars orbiter
S08127	1975-076A	Cosmos-756	1975 Aug 22 	1976?	1976?	1976?	-	Tselina-D	-	-	-	D	SIG	SU	A/AC.105/INF.326	-	     627	     649	 81.2 	U	-	-	-
S08132	1975-077A	Symphonie	1975 Aug 27 	1985	1985	1985	-	Symphonie	-	-	M	C	COM	F	A/AC.105/INF.329	-	-	-	-	S	CNES/Toulouse and GS	-	-
S08147	1975-078A	Cosmos-757	1975 Aug 27 	1975 Sep  9	1975 Sep  9	1975 Sep  9 0625?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.326	-	     190	     337	 62.8 	U	-	-	-
S08187	1975-079A	Molniya-1	1975 Sep  2 	1976?	1980?	1980?	-	Molniya-1	-	-	M	D	COM	SU	A/AC.105/INF.326	-	     639	   40681	 62.8 	U	-	-	-
S08191	1975-080A	Cosmos-758	1975 Sep  5 	1975 Sep 25	1975 Sep 25	1975 Sep 25	-	Feniks	-	-	M	D	IMG	SU	A/AC.105/INF.326	-	     181	     351	 67.2 	U	-	-	-
S08195	1975-081A	Molniya-2	1975 Sep  9 	1977 Dec 16	1977 Dec 16	1977 Dec 16	-	Molniya-2	-	-	M	D	COM	SU	A/AC.105/INF.327	-	     470	   40836	 62.8 	U	-	-	-
S08197	1975-082A	JETS	1975 Sep  9 	1982 Apr 28	1982 Apr 28	1982 Apr 28	-	ETS	-	-	-	C	TECH	J	A/AC.105/INF.328	  106.0 	     977	    1104	 47.0 	U	-	-	-
S08199	1975-083A	[Viking 2]	1975 Sep  9 	1978 Jul 24	1978 Jul 24	1978 Jul 24	-	Viking	-	-	M	C	PLAN	US	A/AC.105/INF.332	-	-	-	-	U	-	PL	Mars orbiter
S08275	1975-084A	Cosmos-759	1975 Sep 12 	1975 Sep 23	1975 Sep 23	1975 Sep 23 2038?	-	Orion	-	-	D	D	IMG	SU	A/AC.105/INF.327	-	     234	     281	 62.8 	U	-	-	-
S08281	1975-085A	Cosmos-760	1975 Sep 16 	1975 Sep 30	1975 Sep 30	1975 Sep 30 0540?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.327	-	     181	     355	 65.0 	U	-	-	-
S08285	1975-086A	Cosmos-761	1975 Sep 17 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.327	-	    1454	    1537	 74.0 	U	-	-	-
S08286	1975-086B	Cosmos-762	1975 Sep 17 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.327	-	    1454	    1537	 74.0 	U	-	-	-
S08287	1975-086C	Cosmos-763	1975 Sep 17 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.327	-	    1454	    1537	 74.0 	U	-	-	-
S08288	1975-086D	Cosmos-764	1975 Sep 17 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.327	-	    1454	    1537	 74.0 	U	-	-	-
S08289	1975-086E	Cosmos-765	1975 Sep 17 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.327	-	    1454	    1537	 74.0 	U	-	-	-
S08290	1975-086F	Cosmos-766	1975 Sep 17 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.327	-	    1454	    1537	 74.0 	U	-	-	-
S08291	1975-086G	Cosmos-767	1975 Sep 17 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.327	-	    1454	    1537	 74.0 	U	-	-	-
S08292	1975-086H	Cosmos-768	1975 Sep 17 	1976?	1976?	1976?	-	Strela-1M	A	-	-	D	COM	SU	A/AC.105/INF.327	-	    1454	    1537	 74.0 	U	-	-	-
S08293	1975-087A	Meteor	1975 Sep 18 	1976 May 14	1976 May 14	1976 May 14	-	Meteor C	-	-	-	D	MET	SU	A/AC.105/INF.327	-	     867	     918	 81.2 	U	-	-	-
S08322	1975-088A	Cosmos-769	1975 Sep 23 	1975 Oct  5	1975 Oct  5	1975 Oct  5 0422?	-	Zenit-2M	-	-	D	D	IMG	SU	A/AC.105/INF.327	-	     211	     331	 72.9 	U	-	-	-
S08324	1975-084F	KBE	1975 Sep 12 	1975 Sep 23	1975 Sep 23	1975 Sep 23 2005?	-	Cap B	-	-	-	D	TECH	[SU]	-	-	-	-	-	U	-	-	-
S08325	1975-089A	Cosmos-770	1975 Sep 24 	1976?	1976?	1976?	-	Sfera	-	-	-	D	GEOD	SU	A/AC.105/INF.327	-	    1188	    1222	 83.0 	U	-	GEOD	Operational geodesy
S08327	1975-090A	Cosmos-771	1975 Sep 25 	1975 Oct  8	1975 Oct  8	1975 Oct  8 0612?	-	Fram	-	-	D	C	IMG	SU	A/AC.105/INF.327	-	     219	     247	 81.3 	U	-	-	-
S08330	1975-091A	[Intelsat IVA F-1]	1975 Sep 26 	1986 Jul 24	1986 Jul 24	1986 Jul 24	-	Int4A	-	-	M	C	COM	US	A/AC.105/INF.332	 1424.4 	   35294	   35821	  0.1 	U	-	-	-
S08332	1975-092A	D2B Aura	1975 Sep 27 	1976 Dec 28	1976 Dec 28	1976 Dec 28	-	Diamant Ast	-	-	-	C	AST	F	A/AC.105/INF.337	   96.8 	     504	     714	 37.0 	U	-	UVA*	UV astronomy
S08338	1975-093A	Cosmos-772	1975 Sep 29 	1975 Oct  2	1975 Oct  2	1975 Oct  2 0415?	-	7K-S	-	-	M	C	SS	SU	A/AC.105/INF.327	-	     201	     320	 51.8 	U	-	-	-
S08343	1975-094A	Cosmos-773	1975 Sep 30 	1976?	1976?	1976?	-	Strela-2M	-	-	-	D	COM	SU	A/AC.105/INF.333	-	     791	     828	 74.1 	U	-	-	-
S08345	1975-095A	Cosmos-774	1975 Oct  1 	1975 Oct 15	1975 Oct 15	1975 Oct 15 0526?	-	Zenit-4MK	-	-	M	D	IMG	SU	A/AC.105/INF.333	-	     212	     333	 71.4 	U	-	-	-
S08353	1975-096A	[Explorer 54]	1975 Oct  6 	1976 Jan 29	1976 Jan 29	1976 Jan 29	-	Explorer AE	-	-	M	C	SCI	US	A/AC.105/INF.335	  124.8 	     144	    3652	 90.0 	U	-	ATM/P*	Atmospheric studies
S08357	1975-097A	Cosmos-775	1975 Oct  8 	1978 Sep  5	1978 Sep  5	1978 Sep  5	-	Oko A	-	-	M	D	EW	SU	A/AC.105/INF.333	-	   35900	   35900	  0.1 	U	-	-	-
S08360	1975-098A	-	1975 Oct  9 	1975 Nov 30	1975 Nov 30	1975 Nov 30	-	KH8D	-	-	M	D	IMG	US	A/AC.105/INF.335	   88.6 	     145	     274	 96.4 	U	-	-	-
S08361	1975-099A	[TIP-2]	1975 Oct 12 	1976 Mar	1976 Apr?	1976 Apr?	-	NNS I	-	-	-	D	NAV	US	A/AC.105/INF.335	   95.2 	     358	     706	 90.7 	U	-	-	-
S08366	1975-100A	[GOES 1]	1975 Oct 16 	1985 Feb	1985 Feb	1985 Feb	-	GOES	-	-	M	C	MET	US	A/AC.105/INF.335	 1435.9 	   35769	   35796	  1.0 	U	-	-	-
